client_id,job_type,location,age,income,expenses,debt,seniority_months,payment_consistency,loan_amount,employment_type,mobile_payment_ratio,ledger_quality_score,outcome,outcome_label,risk_score,risk_narrative,is_fraud,timestamp
FRAUD-01909,Delivery Driver,Sousse,23,10595.0,1995.12,291.94,4,0.965,12859.0,informal,0.998,0.92,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-15T17:23:46.830150
FRAUD-01910,Mechanic,Nabeul,21,8520.0,1378.35,172.07,4,0.967,14447.0,informal,0.029,0.924,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-01T17:23:46.830169
FRAUD-01911,Private Tutor,Nabeul,24,8776.0,2554.75,379.25,3,0.964,17404.0,informal,0.193,0.961,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-10T17:23:46.830180
FRAUD-01912,Plumber,Gabes,25,10662.0,2124.34,493.94,2,0.985,11048.0,informal,0.116,0.947,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-11-19T17:23:46.830192
FRAUD-01913,Market Vendor,Sfax,23,11893.0,3527.68,203.56,3,0.974,15725.0,informal,0.953,0.939,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-03T17:23:46.830202
FRAUD-01914,Private Tutor,Sousse,26,5508.0,1624.38,259.23,1,0.983,14134.0,informal,0.173,0.947,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-07T17:23:46.830214
FRAUD-01915,Plumber,Sousse,22,6976.0,1305.99,33.7,4,0.998,18061.0,informal,0.982,0.934,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-17T17:23:46.830224
FRAUD-01916,Tailor,Bizerte,21,11551.0,3130.0,245.77,6,0.954,10234.0,informal,0.978,0.963,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-16T17:23:46.830234
FRAUD-01917,Private Tutor,Bizerte,24,7840.0,1908.16,163.05,5,0.97,17094.0,informal,0.167,0.939,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-03T17:23:46.830243
FRAUD-01918,Mechanic,Sousse,25,6403.0,1839.14,417.09,4,0.979,15178.0,informal,0.97,0.993,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-02T17:23:46.830253
FRAUD-01919,Artisan,Sousse,19,7347.0,1596.88,419.87,3,0.958,13608.0,informal,0.981,0.939,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-13T17:23:46.830262
FRAUD-01920,Freelance Designer,Sousse,23,8126.0,1856.33,272.57,2,0.989,17873.0,informal,0.997,0.994,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-01T17:23:46.830271
FRAUD-01921,Plumber,Nabeul,26,6992.0,1205.64,484.97,4,0.978,17170.0,informal,0.191,0.986,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-10-31T17:23:46.830281
FRAUD-01922,Freelance Designer,Gabes,24,11662.0,3271.34,96.44,4,0.962,12842.0,informal,0.993,0.991,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-22T17:23:46.830292
FRAUD-01923,Market Vendor,Ariana,26,9347.0,1901.81,110.31,2,0.953,17574.0,informal,0.127,0.93,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-15T17:23:46.830301
FRAUD-01924,Taxi Driver,Tunis,21,11460.0,2156.61,260.6,3,0.967,16726.0,informal,0.145,0.943,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-11T17:23:46.830311
FRAUD-01925,Taxi Driver,Tunis,20,8404.0,1861.5,199.87,3,0.989,14677.0,informal,0.962,0.954,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-12T17:23:46.830321
FRAUD-01926,Electrician,Tunis,23,10498.0,3035.13,103.61,6,0.984,13739.0,informal,0.142,0.96,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-10-28T17:23:46.830330
FRAUD-01927,Street Food Vendor,Ben Arous,19,10648.0,2296.3,338.7,6,0.992,13918.0,informal,0.966,0.991,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-04T17:23:46.830339
FRAUD-01928,Street Food Vendor,Tunis,24,10211.0,2381.96,112.69,2,0.953,10773.0,informal,0.191,0.93,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-10-28T17:23:46.830349
FRAUD-01929,Freelance Designer,Nabeul,22,6177.0,1430.87,445.55,3,0.971,15250.0,informal,0.11,0.97,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-16T17:23:46.830358
FRAUD-01930,Carpenter,Ben Arous,22,7295.0,2010.91,245.5,3,0.97,17370.0,informal,0.973,0.922,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-07T17:23:46.830381
FRAUD-01931,Electrician,Bizerte,23,8790.0,2237.28,305.8,3,0.998,15623.0,informal,0.968,0.947,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-12-14T17:23:46.830391
FRAUD-01932,Delivery Driver,Bizerte,20,10173.0,1652.57,448.79,3,0.976,14689.0,informal,0.112,0.99,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-10-28T17:23:46.830414
FRAUD-01933,Plumber,Ben Arous,21,8712.0,2475.37,305.13,1,0.97,11099.0,informal,0.955,0.945,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-23T17:23:46.830424
FRAUD-01934,Delivery Driver,Ariana,21,11584.0,2092.96,231.61,4,0.982,14293.0,informal,0.005,0.981,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-17T17:23:46.830433
FRAUD-01935,Freelance Designer,Ben Arous,20,6411.0,1657.4,4.8,2,0.987,14681.0,informal,0.979,0.943,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-26T17:23:46.830443
FRAUD-01936,Mechanic,Tunis,20,6442.0,1736.65,176.79,5,0.995,12699.0,informal,0.114,0.949,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-21T17:23:46.830452
FRAUD-01937,Taxi Driver,Ariana,25,6260.0,1244.1,477.41,1,0.954,11424.0,informal,0.96,0.992,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-26T17:23:46.830462
FRAUD-01938,Artisan,Ben Arous,25,6755.0,1622.04,208.01,6,0.959,18959.0,informal,0.037,0.957,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-10T17:23:46.830471
FRAUD-01939,Plumber,Tunis,20,10700.0,2740.94,280.24,2,0.952,15002.0,informal,0.033,0.943,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-11-14T17:23:46.830481
FRAUD-01940,Mechanic,Sfax,24,8376.0,1635.86,338.05,2,0.959,11764.0,informal,0.174,0.986,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-16T17:23:46.830492
FRAUD-01941,Freelance Designer,Ben Arous,21,5770.0,1248.28,244.53,2,0.988,16532.0,informal,0.198,0.99,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-24T17:23:46.830501
FRAUD-01942,Market Vendor,Gabes,26,5755.0,1397.07,56.01,3,0.952,10494.0,informal,0.144,0.985,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-24T17:23:46.830512
FRAUD-01943,Street Food Vendor,Ben Arous,26,5627.0,1060.21,226.89,4,0.967,18125.0,informal,0.958,0.986,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2026-01-05T17:23:46.830522
FRAUD-01944,Carpenter,Bizerte,26,5213.0,1435.07,157.73,6,0.975,10898.0,informal,0.178,0.926,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-31T17:23:46.830531
FRAUD-01945,Electrician,Bizerte,19,8268.0,2318.74,457.0,1,0.967,16596.0,informal,0.998,0.969,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-10-29T17:23:46.830541
FRAUD-01946,Freelance Designer,Sousse,20,5485.0,846.84,390.68,6,0.984,10145.0,informal,0.116,0.962,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-20T17:23:46.830550
FRAUD-01947,Artisan,Bizerte,19,6771.0,1318.56,146.58,4,0.967,18043.0,informal,0.176,0.963,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-06T17:23:46.830560
FRAUD-01948,Freelance Designer,Nabeul,21,11887.0,2813.24,419.23,2,0.976,18875.0,informal,0.969,0.991,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-20T17:23:46.830569
FRAUD-01949,Tailor,Sfax,19,9719.0,2849.83,389.14,2,0.996,12704.0,informal,0.047,0.962,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-15T17:23:46.830578
FRAUD-01950,Freelance Designer,Bizerte,19,6190.0,1813.22,219.49,1,0.963,14183.0,informal,0.971,0.939,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-19T17:23:46.830588
FRAUD-01951,Delivery Driver,Nabeul,20,6891.0,1541.27,166.46,2,0.952,17493.0,informal,0.979,0.938,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-04T17:23:46.830599
FRAUD-01952,Carpenter,Ariana,20,5039.0,1143.5,184.94,6,0.989,11302.0,informal,0.956,0.94,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-28T17:23:46.830610
FRAUD-01953,Carpenter,Sfax,25,5968.0,986.49,44.66,1,0.993,11247.0,informal,0.122,0.99,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-13T17:23:46.830621
FRAUD-01954,Tailor,Ariana,22,6437.0,1681.52,249.92,4,0.975,13792.0,informal,0.018,0.94,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-30T17:23:46.830631
FRAUD-01955,Mechanic,Ariana,24,7300.0,2181.11,115.43,6,0.971,10145.0,informal,0.954,0.954,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-03T17:23:46.830641
FRAUD-01956,Plumber,Nabeul,26,8083.0,2182.24,371.87,3,0.984,17291.0,informal,0.161,0.975,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-17T17:23:46.830650
FRAUD-01957,Mechanic,Tunis,22,10168.0,2213.04,42.52,3,0.951,19397.0,informal,0.137,0.977,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-16T17:23:46.830660
FRAUD-01958,Carpenter,Gabes,19,11477.0,2168.5,280.99,2,0.964,14126.0,informal,0.987,0.962,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-26T17:23:46.830669
FRAUD-01959,Market Vendor,Bizerte,24,9672.0,1930.61,477.33,6,0.956,19730.0,informal,0.981,0.985,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-01T17:23:46.830678
FRAUD-01960,Tailor,Ariana,24,11902.0,3026.64,3.88,4,0.957,18200.0,informal,0.002,0.947,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-03T17:23:46.830688
FRAUD-01961,Freelance Designer,Ariana,24,10425.0,2788.41,408.06,5,0.959,11925.0,informal,0.142,0.945,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-01T17:23:46.830697
FRAUD-01962,Delivery Driver,Nabeul,20,11981.0,1880.15,62.72,4,0.951,11694.0,informal,0.964,0.964,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-28T17:23:46.830708
FRAUD-01963,Carpenter,Gabes,20,7471.0,1747.58,156.69,6,0.996,14017.0,informal,0.07,0.943,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-04T17:23:46.830718
FRAUD-01964,Taxi Driver,Sousse,25,10840.0,2210.06,329.77,6,0.975,12042.0,informal,0.957,0.999,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-07T17:23:46.830727
FRAUD-01965,Mechanic,Nabeul,21,7798.0,1775.2,432.65,6,0.986,18596.0,informal,0.998,0.925,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2026-01-15T17:23:46.830737
FRAUD-01966,Taxi Driver,Sfax,25,5623.0,1097.07,483.92,3,0.963,11338.0,informal,0.2,0.977,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-17T17:23:46.830746
FRAUD-01967,Taxi Driver,Ben Arous,24,9009.0,1639.03,485.24,6,0.959,17911.0,informal,0.992,0.96,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-27T17:23:46.830756
FRAUD-01968,Market Vendor,Nabeul,22,10181.0,1751.69,375.48,2,0.967,11417.0,informal,0.145,0.928,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-15T17:23:46.830765
FRAUD-01969,Plumber,Bizerte,25,5494.0,1330.51,180.29,4,0.986,17051.0,informal,0.144,0.932,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-12T17:23:46.830776
FRAUD-01970,Taxi Driver,Sfax,21,11209.0,3068.92,94.46,1,0.988,10227.0,informal,0.199,0.92,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-11-28T17:23:46.830786
FRAUD-01971,Freelance Designer,Nabeul,25,9323.0,2281.59,112.4,6,0.985,19503.0,informal,0.007,0.955,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-11-12T17:23:46.830796
FRAUD-01972,Freelance Designer,Ariana,25,6266.0,1571.88,466.93,4,0.986,16707.0,informal,0.035,0.963,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-25T17:23:46.830808
FRAUD-01973,Mechanic,Ariana,26,8617.0,1464.76,254.92,4,0.968,19798.0,informal,0.972,0.942,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-22T17:23:46.830817
FRAUD-01974,Electrician,Ben Arous,21,7517.0,1503.98,198.6,2,0.953,12941.0,informal,0.198,0.955,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2026-01-08T17:23:46.830827
FRAUD-01975,Mechanic,Ariana,19,8631.0,1582.94,376.74,5,0.996,17560.0,informal,0.164,0.981,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-12-07T17:23:46.830836
FRAUD-01976,Tailor,Sfax,23,6201.0,1532.23,62.57,4,0.97,12001.0,informal,0.142,0.958,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-17T17:23:46.830846
FRAUD-01977,Freelance Designer,Bizerte,25,6590.0,1122.94,266.4,2,0.961,12448.0,informal,0.071,0.941,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-11-26T17:23:46.830855
FRAUD-01978,Freelance Designer,Nabeul,22,7760.0,2038.07,412.28,1,0.952,17725.0,informal,0.147,0.985,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-24T17:23:46.830864
FRAUD-01979,Delivery Driver,Ariana,19,7056.0,2048.65,95.54,2,0.987,13236.0,informal,0.177,0.921,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-11-05T17:23:46.830873
FRAUD-01980,Artisan,Gabes,20,8265.0,2026.52,312.97,2,0.968,18969.0,informal,0.973,0.959,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-12T17:23:46.830883
FRAUD-01981,Artisan,Ben Arous,25,8911.0,2605.77,147.9,5,0.951,16326.0,informal,0.968,0.998,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-10-28T17:23:46.830892
FRAUD-01982,Carpenter,Ben Arous,26,9418.0,2530.92,161.6,5,0.983,10493.0,informal,0.981,0.955,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-30T17:23:46.830903
FRAUD-01983,Private Tutor,Ben Arous,22,10945.0,3220.38,228.41,6,0.99,19883.0,informal,0.182,0.923,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-10-30T17:23:46.830913
FRAUD-01984,Carpenter,Ben Arous,24,5774.0,1380.44,398.93,5,0.991,15659.0,informal,0.156,0.954,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-08T17:23:46.830922
FRAUD-01985,Market Vendor,Bizerte,25,11032.0,2729.35,111.58,6,0.984,17499.0,informal,0.06,0.923,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-17T17:23:46.830931
FRAUD-01986,Electrician,Bizerte,20,9780.0,1992.74,155.21,6,0.95,13034.0,informal,0.171,0.962,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2026-01-11T17:23:46.830941
FRAUD-01987,Tailor,Bizerte,25,7416.0,1341.44,458.48,2,0.98,15518.0,informal,0.96,0.941,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-12-14T17:23:46.830953
FRAUD-01988,Private Tutor,Ben Arous,19,6625.0,1067.77,369.17,5,0.975,12451.0,informal,0.983,0.923,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-29T17:23:46.830963
FRAUD-01989,Mechanic,Bizerte,26,7874.0,2050.19,473.54,2,0.986,12785.0,informal,0.996,0.986,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2025-12-21T17:23:46.830972
FRAUD-01990,Freelance Designer,Sfax,20,5041.0,1358.76,215.4,1,0.98,18509.0,informal,0.986,0.944,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-12-29T17:23:46.830981
FRAUD-01991,Private Tutor,Ariana,22,11336.0,3007.66,315.05,6,0.973,15948.0,informal,0.974,0.949,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-17T17:23:46.830991
FRAUD-01992,Mechanic,Tunis,23,5792.0,1666.76,53.72,6,0.983,19162.0,informal,0.057,0.949,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-21T17:23:46.831002
FRAUD-01993,Private Tutor,Ariana,22,11494.0,2092.04,372.1,5,0.972,10933.0,informal,0.997,0.964,0,Fraud,0.0,Document forgery indicators: Invoice templates match known fake document database. Metadata shows recent creation despite claimed historical dates.,1,2026-01-08T17:23:46.831011
FRAUD-01994,Electrician,Tunis,20,8577.0,1730.11,370.08,5,0.96,14963.0,informal,0.089,0.963,0,Fraud,0.0,Velocity fraud pattern: Multiple applications from different IDs with identical handwriting in ledgers. Same phone number across profiles.,1,2025-11-29T17:23:46.831021
FRAUD-01995,Freelance Designer,Ariana,24,11712.0,2465.28,373.45,5,0.961,12584.0,informal,0.962,0.923,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-12-20T17:23:46.831030
FRAUD-01996,Electrician,Sousse,22,7442.0,1980.91,88.4,3,0.963,15406.0,informal,0.991,0.952,0,Fraud,0.0,Document inconsistencies detected: ID name mismatch with uploaded invoices. Sequential invoice numbers across different claimed vendors.,1,2025-12-06T17:23:46.831039
FRAUD-01997,Freelance Designer,Nabeul,24,9472.0,1484.75,0.35,3,0.971,16998.0,informal,0.06,0.943,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-24T17:23:46.831049
FRAUD-01998,Street Food Vendor,Nabeul,20,11018.0,3163.28,93.13,6,0.987,11328.0,informal,0.023,0.927,0,Fraud,0.0,Income fabrication detected: Declared income 300% above sector average. Bank statement shows different account holder name.,1,2025-11-12T17:23:46.831058
FRAUD-01999,Delivery Driver,Ben Arous,20,8348.0,2141.46,393.91,6,0.978,10694.0,informal,0.061,0.971,0,Fraud,0.0,Synthetic identity suspected: Perfect payment history with zero verifiable transaction trail. All documents uploaded within 24 hours.,1,2025-12-28T17:23:46.831067
