client_id,job_type,location,age,income,expenses,debt,seniority_months,payment_consistency,loan_amount,employment_type,mobile_payment_ratio,ledger_quality_score,outcome,outcome_label,risk_score,risk_narrative,is_fraud,timestamp
TND-00252,Carpenter,Sousse,22,2550.27,2036.52,2263.12,8,0.3,5474.45,informal,0.358,0.447,0,Defaulter,0.191,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-11-07T17:23:46.807948
TND-00253,Tailor,Tunis,45,1283.48,1012.65,1164.99,87,0.371,4903.03,informal,0.586,0.927,0,Defaulter,0.242,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2024-05-13T17:23:46.807960
TND-00254,Carpenter,Ariana,49,2178.34,1426.74,3201.7,49,0.452,4873.91,informal,0.24,0.601,0,Defaulter,0.368,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2024-03-02T17:23:46.807973
TND-00255,Delivery Driver,Ben Arous,21,1654.81,1239.73,2341.31,9,0.3,5577.95,informal,0.386,0.425,0,Defaulter,0.326,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2025-06-22T17:23:46.807985
TND-00256,Private Tutor,Sousse,31,1377.2,1057.34,112.42,24,0.665,5474.63,mixed,0.434,0.517,0,Late Payer,0.595,Acceptable risk profile for informal Private Tutor. Limited savings buffer ($320/month) may cause occasional late payments.,0,2024-03-08T17:23:46.807997
TND-00257,Carpenter,Ariana,27,2755.32,2115.6,579.41,26,0.564,5465.85,informal,0.913,0.644,1,Good Payer,0.523,Acceptable risk profile for informal Carpenter. Limited savings buffer ($640/month) may cause occasional late payments.,0,2024-02-14T17:23:46.808009
TND-00258,Electrician,Sousse,57,2407.49,1633.01,2970.8,73,0.456,5276.5,informal,0.653,0.667,0,Defaulter,0.309,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2024-09-20T17:23:46.808023
TND-00259,Taxi Driver,Nabeul,43,2302.08,1428.43,1540.1,100,0.654,4583.63,informal,0.301,0.973,0,Late Payer,0.638,Seasonal income fluctuations typical for Taxi Driver sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2026-01-05T17:23:46.808036
TND-00260,Artisan,Tunis,58,2269.31,1509.44,2580.35,75,0.416,4247.21,informal,0.298,0.606,0,Defaulter,0.303,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2025-09-09T17:23:46.808048
TND-00262,Freelance Designer,Nabeul,35,2678.83,2215.2,1426.47,9,0.434,4329.23,mixed,0.288,0.526,1,Good Payer,0.508,Seasonal income fluctuations typical for Freelance Designer sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2024-02-04T17:23:46.808073
TND-00263,Artisan,Ariana,37,2643.38,1974.39,400.1,75,0.61,10392.92,informal,0.482,0.777,1,Good Payer,0.533,Acceptable risk profile for informal Artisan. Limited savings buffer ($669/month) may cause occasional late payments.,0,2025-02-05T17:23:46.808086
TND-00264,Taxi Driver,Nabeul,59,2035.45,1483.1,288.11,1,0.541,6116.62,informal,0.398,0.517,0,Late Payer,0.606,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2025-02-20T17:23:46.808099
TND-00265,Delivery Driver,Sfax,51,1621.38,1139.38,151.14,87,0.75,2978.16,informal,0.519,0.941,1,Good Payer,0.719,High-quality documentation provided. Mobile payment usage (52%) indicates strong digital literacy. Reliable income patterns observed.,0,2025-11-28T17:23:46.808112
TND-00266,Plumber,Ariana,32,2596.71,2025.14,1173.47,67,0.447,6811.19,informal,0.625,0.577,1,Good Payer,0.599,Moderate documentation quality (score: 0.58). Income verifiable but irregular. Payment history shows delays during low season.,0,2025-06-14T17:23:46.808124
TND-00267,Private Tutor,Sousse,58,1689.63,1303.38,2048.87,106,0.3,4132.05,mixed,0.436,0.749,0,Defaulter,0.204,High debt-to-income ratio (121.3%). Uploaded receipts illegible or missing dates. Limited verifiable transaction history.,0,2025-07-01T17:23:46.808136
TND-00268,Artisan,Bizerte,30,1453.52,1191.07,1259.79,78,0.395,4576.4,informal,0.855,0.895,0,Late Payer,0.483,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-08-08T17:23:46.808149
TND-00269,Private Tutor,Ben Arous,23,2065.65,1636.34,1518.09,23,0.578,7421.82,mixed,0.939,0.699,0,Defaulter,0.422,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-09-09T17:23:46.808162
TND-00270,Street Food Vendor,Nabeul,35,870.19,563.23,969.44,117,0.516,1561.61,informal,0.797,0.897,0,Defaulter,0.29,Unverifiable income sources for Street Food Vendor. Poor ledger quality (score: 0.90). Multiple inconsistencies in documentation.,0,2024-02-20T17:23:46.808175
TND-00271,Tailor,Bizerte,44,1075.27,789.27,940.53,14,0.512,2681.32,informal,0.561,0.566,0,Defaulter,0.243,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-07-25T17:23:46.808190
TND-00272,Tailor,Nabeul,37,1639.17,1337.49,229.89,40,0.651,6348.68,informal,0.495,0.569,1,Good Payer,0.45,Acceptable risk profile for informal Tailor. Limited savings buffer ($302/month) may cause occasional late payments.,0,2024-07-10T17:23:46.808205
TND-00274,Street Food Vendor,Tunis,32,1349.72,1081.09,37.88,82,0.717,3765.08,informal,0.397,0.933,0,Late Payer,0.615,Seasonal income fluctuations typical for Street Food Vendor sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2025-01-21T17:23:46.808230
TND-00275,Freelance Designer,Tunis,31,2761.5,2061.52,2713.62,12,0.3,4764.73,mixed,0.497,0.628,0,Defaulter,0.168,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2025-02-03T17:23:46.808243
TND-00276,Street Food Vendor,Gabes,59,1065.52,747.77,44.49,25,0.63,4120.94,informal,0.46,0.593,1,Good Payer,0.691,Established Street Food Vendor with 25 months seniority. Ledger quality score 0.59 shows organized financial management. Low debt-to-income ratio.,0,2024-07-23T17:23:46.808255
TND-00277,Electrician,Ariana,65,2316.6,1946.66,1192.29,57,0.561,3633.3,informal,0.503,0.921,0,Defaulter,0.374,High debt-to-income ratio (51.5%). Uploaded receipts illegible or missing dates. Limited verifiable transaction history.,0,2024-12-29T17:23:46.808267
TND-00278,Mechanic,Gabes,64,2021.25,1483.42,862.17,90,0.532,5047.72,informal,0.359,0.802,1,Good Payer,0.613,Seasonal income fluctuations typical for Mechanic sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2024-07-06T17:23:46.808279
TND-00279,Plumber,Nabeul,41,1962.67,1512.78,1820.79,46,0.391,6552.53,informal,0.4,0.989,0,Defaulter,0.45,Unverifiable income sources for Plumber. Poor ledger quality (score: 0.99). Multiple inconsistencies in documentation.,0,2025-06-04T17:23:46.808291
TND-00280,Freelance Designer,Gabes,60,2547.78,2137.45,23.62,46,0.669,9923.57,mixed,0.248,0.554,1,Good Payer,0.712,Established Freelance Designer with 46 months seniority. Ledger quality score 0.55 shows organized financial management. Low debt-to-income ratio.,0,2024-04-29T17:23:46.808304
TND-00281,Tailor,Nabeul,57,1850.93,1240.25,695.17,112,0.597,6474.89,informal,0.665,1.0,0,Late Payer,0.618,Acceptable risk profile for informal Tailor. Limited savings buffer ($611/month) may cause occasional late payments.,0,2024-12-17T17:23:46.808318
TND-00282,Mechanic,Sousse,50,2198.4,1434.87,1071.94,16,0.562,4724.92,informal,0.576,0.446,0,Late Payer,0.467,Acceptable risk profile for informal Mechanic. Limited savings buffer ($764/month) may cause occasional late payments.,0,2024-09-29T17:23:46.808333
TND-00283,Electrician,Ben Arous,44,2333.1,1612.8,1089.02,24,0.612,9211.5,informal,0.469,0.836,0,Late Payer,0.569,Acceptable risk profile for informal Electrician. Limited savings buffer ($720/month) may cause occasional late payments.,0,2025-05-28T17:23:46.808345
TND-00284,Artisan,Bizerte,45,1327.78,799.9,191.17,26,0.799,4085.1,informal,0.639,0.701,1,Good Payer,0.675,Established Artisan with 26 months seniority. Ledger quality score 0.70 shows organized financial management. Low debt-to-income ratio.,0,2024-09-13T17:23:46.808358
TND-00286,Private Tutor,Sfax,43,1770.27,1495.6,457.79,112,0.637,6084.16,mixed,0.604,0.949,0,Late Payer,0.612,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-05-06T17:23:46.808393
TND-00287,Street Food Vendor,Nabeul,61,724.12,545.32,715.04,19,0.31,1708.25,informal,0.605,0.658,0,Defaulter,0.187,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2024-01-28T17:23:46.808406
TND-00288,Street Food Vendor,Bizerte,38,1408.62,1028.63,230.53,114,0.811,2553.27,informal,0.809,1.0,1,Good Payer,0.662,Established Street Food Vendor with 114 months seniority. Ledger quality score 1.00 shows organized financial management. Low debt-to-income ratio.,0,2024-02-07T17:23:46.808419
TND-00289,Delivery Driver,Sfax,34,1207.38,889.97,191.12,22,0.72,2062.37,informal,0.304,0.894,0,Late Payer,0.551,Seasonal income fluctuations typical for Delivery Driver sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2024-03-25T17:23:46.808432
TND-00290,Private Tutor,Ariana,35,1565.13,1005.84,238.89,32,0.763,5729.33,mixed,0.339,0.743,1,Good Payer,0.641,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2025-09-08T17:23:46.808444
TND-00291,Delivery Driver,Sousse,58,1541.41,1126.56,681.52,77,0.569,4391.75,informal,0.494,0.874,1,Good Payer,0.635,Acceptable risk profile for informal Delivery Driver. Limited savings buffer ($415/month) may cause occasional late payments.,0,2025-01-15T17:23:46.808458
TND-00293,Freelance Designer,Tunis,56,2726.4,1747.12,1777.19,48,0.514,5882.07,mixed,0.472,0.717,0,Defaulter,0.427,Unverifiable income sources for Freelance Designer. Poor ledger quality (score: 0.72). Multiple inconsistencies in documentation.,0,2024-08-13T17:23:46.808484
TND-00294,Electrician,Ariana,39,2955.15,1907.85,1475.89,84,0.665,6443.22,informal,0.493,1.0,0,Late Payer,0.636,Acceptable risk profile for informal Electrician. Limited savings buffer ($1047/month) may cause occasional late payments.,0,2026-01-05T17:23:46.808497
TND-00295,Plumber,Tunis,55,1599.75,1135.19,60.23,3,0.536,3268.24,informal,0.344,0.47,1,Good Payer,0.512,Acceptable risk profile for informal Plumber. Limited savings buffer ($465/month) may cause occasional late payments.,0,2024-10-07T17:23:46.808509
TND-00296,Delivery Driver,Tunis,42,1634.64,1141.15,430.65,11,0.666,3473.93,informal,0.325,0.561,0,Late Payer,0.507,Seasonal income fluctuations typical for Delivery Driver sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2025-05-15T17:23:46.808521
TND-00297,Private Tutor,Nabeul,36,1211.58,928.68,336.98,95,0.709,4653.13,mixed,0.704,0.684,0,Late Payer,0.521,Seasonal income fluctuations typical for Private Tutor sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2025-05-10T17:23:46.808533
TND-00298,Taxi Driver,Ariana,33,1322.59,1002.83,224.04,47,0.556,2379.51,informal,0.403,0.574,0,Late Payer,0.634,Seasonal income fluctuations typical for Taxi Driver sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2024-06-08T17:23:46.808545
TND-00299,Delivery Driver,Nabeul,65,1133.27,705.86,1644.74,77,0.506,3471.03,informal,0.218,0.671,0,Defaulter,0.252,Unverifiable income sources for Delivery Driver. Poor ledger quality (score: 0.67). Multiple inconsistencies in documentation.,0,2024-02-06T17:23:46.808557
TND-00300,Artisan,Sfax,29,1737.2,1193.16,2268.92,63,0.37,4246.45,informal,0.641,0.88,0,Defaulter,0.4,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2025-12-15T17:23:46.808569
TND-00301,Taxi Driver,Nabeul,56,2445.24,1679.68,1219.9,38,0.589,9258.14,informal,0.295,0.588,0,Late Payer,0.501,Moderate documentation quality (score: 0.59). Income verifiable but irregular. Payment history shows delays during low season.,0,2024-10-21T17:23:46.808582
TND-00303,Mechanic,Nabeul,56,2442.92,1524.54,172.14,20,0.779,4755.37,informal,0.4,0.611,0,Late Payer,0.517,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2025-07-12T17:23:46.808607
TND-00304,Carpenter,Tunis,57,2415.77,1604.03,1366.79,83,0.515,9241.6,informal,0.449,0.958,0,Defaulter,0.434,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-11-04T17:23:46.808619
TND-00305,Taxi Driver,Tunis,44,2406.3,1814.91,2323.76,72,0.465,4078.29,informal,0.677,0.609,0,Defaulter,0.256,High debt-to-income ratio (96.6%). Uploaded receipts illegible or missing dates. Limited verifiable transaction history.,0,2025-10-13T17:23:46.808631
TND-00306,Delivery Driver,Gabes,55,1080.25,904.04,803.03,50,0.506,3689.82,informal,0.525,0.81,0,Defaulter,0.42,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-02-05T17:23:46.808643
TND-00307,Mechanic,Bizerte,27,1494.49,1096.17,1910.46,22,0.506,4296.97,informal,0.618,0.784,1,Good Payer,0.476,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-04-16T17:23:46.808657
TND-00308,Private Tutor,Ben Arous,59,2205.26,1733.66,1026.93,31,0.625,3308.97,mixed,0.368,0.753,0,Defaulter,0.357,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2024-05-24T17:23:46.808670
TND-00309,Market Vendor,Sousse,40,910.78,722.14,1677.15,1,0.416,2530.31,informal,0.373,0.56,0,Defaulter,0.265,Unverifiable income sources for Market Vendor. Poor ledger quality (score: 0.56). Multiple inconsistencies in documentation.,0,2025-10-20T17:23:46.808682
TND-00310,Market Vendor,Nabeul,43,802.75,533.07,407.8,20,0.585,1640.49,informal,0.738,0.575,0,Defaulter,0.342,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2024-09-17T17:23:46.808694
TND-00311,Plumber,Nabeul,65,3272.5,1994.07,2176.21,90,0.624,12450.81,informal,0.22,0.946,1,Good Payer,0.5,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2025-09-23T17:23:46.808706
TND-00312,Freelance Designer,Tunis,61,4343.5,3219.52,2826.29,100,0.443,13830.09,mixed,0.424,0.81,1,Good Payer,0.608,Seasonal income fluctuations typical for Freelance Designer sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2025-06-11T17:23:46.808721
TND-00313,Private Tutor,Ariana,46,1154.71,851.06,370.0,19,0.609,3746.65,mixed,0.489,0.82,1,Good Payer,0.612,Moderate documentation quality (score: 0.82). Income verifiable but irregular. Payment history shows delays during low season.,0,2024-09-12T17:23:46.808733
TND-00314,Private Tutor,Gabes,56,2489.53,1695.0,429.89,79,0.731,6370.34,mixed,0.239,0.986,1,Good Payer,0.646,Acceptable risk profile for informal Private Tutor. Limited savings buffer ($795/month) may cause occasional late payments.,0,2024-05-26T17:23:46.808747
TND-00315,Mechanic,Tunis,40,1873.3,1192.27,629.96,22,0.602,4560.65,informal,0.822,0.676,0,Late Payer,0.613,Seasonal income fluctuations typical for Mechanic sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2025-11-30T17:23:46.808760
TND-00316,Freelance Designer,Sousse,39,2930.22,1774.79,1218.1,2,0.531,8228.53,mixed,0.316,0.63,0,Defaulter,0.403,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-04-27T17:23:46.808773
TND-00318,Mechanic,Ben Arous,27,1618.99,1125.48,347.09,3,0.597,5936.72,informal,0.713,0.523,0,Late Payer,0.53,Moderate documentation quality (score: 0.52). Income verifiable but irregular. Payment history shows delays during low season.,0,2024-08-30T17:23:46.808796
TND-00319,Taxi Driver,Tunis,23,2153.47,1301.97,1129.72,8,0.583,8592.3,informal,0.631,0.792,1,Good Payer,0.631,Seasonal income fluctuations typical for Taxi Driver sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2024-04-24T17:23:46.808808
TND-00320,Street Food Vendor,Bizerte,22,815.48,517.27,719.19,9,0.495,3002.38,informal,0.534,0.619,0,Defaulter,0.401,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-05-23T17:23:46.808820
TND-00321,Electrician,Sousse,48,2728.83,1731.84,2977.1,40,0.491,6201.26,informal,0.513,0.603,0,Defaulter,0.4,Unverifiable income sources for Electrician. Poor ledger quality (score: 0.60). Multiple inconsistencies in documentation.,0,2024-11-10T17:23:46.808834
TND-00322,Plumber,Sousse,41,2428.79,1967.03,46.62,9,0.603,9550.58,informal,0.657,0.515,1,Good Payer,0.691,Established Plumber with 9 months seniority. Ledger quality score 0.51 shows organized financial management. Low debt-to-income ratio.,0,2024-10-28T17:23:46.808849
TND-00323,Delivery Driver,Ariana,30,1263.67,951.54,557.14,100,0.552,2629.0,informal,0.394,1.0,1,Good Payer,0.622,Seasonal income fluctuations typical for Delivery Driver sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2024-02-20T17:23:46.808863
TND-00324,Taxi Driver,Sousse,53,2850.17,2060.28,307.93,109,0.625,9722.91,informal,0.398,1.0,1,Good Payer,0.542,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2025-06-11T17:23:46.808876
TND-00325,Delivery Driver,Gabes,34,914.04,660.38,344.25,9,0.606,2296.21,informal,0.873,0.856,0,Defaulter,0.379,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-03-10T17:23:46.808888
TND-00326,Private Tutor,Tunis,54,1824.57,1206.82,2157.83,14,0.382,4503.93,mixed,0.64,0.874,0,Defaulter,0.38,High debt-to-income ratio (118.3%). Uploaded receipts illegible or missing dates. Limited verifiable transaction history.,0,2025-07-14T17:23:46.808900
TND-00327,Street Food Vendor,Nabeul,46,1196.23,805.78,1656.28,114,0.504,3180.7,informal,0.386,0.768,0,Late Payer,0.457,Seasonal income fluctuations typical for Street Food Vendor sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2025-07-24T17:23:46.808912
TND-00328,Electrician,Sousse,46,2151.11,1673.9,709.2,53,0.538,6946.56,informal,0.329,0.828,0,Late Payer,0.649,Seasonal income fluctuations typical for Electrician sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2025-10-23T17:23:46.808924
TND-00329,Carpenter,Nabeul,61,1403.91,1021.93,1054.75,47,0.478,4802.28,informal,0.362,0.913,0,Late Payer,0.538,Moderate documentation quality (score: 0.91). Income verifiable but irregular. Payment history shows delays during low season.,0,2025-08-29T17:23:46.808937
TND-00330,Plumber,Tunis,47,2138.5,1379.7,3903.39,40,0.346,7299.75,informal,0.743,0.644,0,Defaulter,0.143,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-09-01T17:23:46.808949
TND-00331,Artisan,Tunis,59,2809.29,1973.63,789.27,113,0.614,8058.04,informal,0.466,0.92,1,Good Payer,0.676,High-quality documentation provided. Mobile payment usage (47%) indicates strong digital literacy. Reliable income patterns observed.,0,2025-12-05T17:23:46.808961
TND-00332,Plumber,Sousse,24,1397.19,1049.04,120.62,23,0.576,5566.87,informal,0.314,0.747,1,Good Payer,0.472,Moderate documentation quality (score: 0.75). Income verifiable but irregular. Payment history shows delays during low season.,0,2024-10-15T17:23:46.808976
TND-00333,Delivery Driver,Ben Arous,23,1504.58,928.2,948.56,3,0.497,2762.95,informal,0.548,0.597,1,Good Payer,0.463,Acceptable risk profile for informal Delivery Driver. Limited savings buffer ($576/month) may cause occasional late payments.,0,2024-08-03T17:23:46.808988
TND-00334,Private Tutor,Gabes,65,1022.39,865.75,861.86,27,0.5,4054.48,mixed,0.486,0.782,0,Defaulter,0.282,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2025-05-04T17:23:46.809001
TND-00335,Artisan,Ben Arous,29,2727.45,2187.4,1127.86,79,0.558,5410.96,informal,0.751,0.846,0,Defaulter,0.417,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-04-24T17:23:46.809013
TND-00337,Mechanic,Ben Arous,42,2625.06,1791.94,1841.18,51,0.549,9169.7,informal,0.259,0.615,1,Good Payer,0.478,Moderate documentation quality (score: 0.62). Income verifiable but irregular. Payment history shows delays during low season.,0,2024-04-22T17:23:46.809036
TND-00338,Taxi Driver,Ben Arous,50,2624.28,1945.21,2265.95,101,0.356,7724.55,informal,0.25,0.913,0,Defaulter,0.335,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2025-11-18T17:23:46.809048
TND-00339,Plumber,Ariana,22,2017.2,1406.78,2296.56,6,0.5,6582.46,informal,0.882,0.7,0,Defaulter,0.255,High debt-to-income ratio (113.8%). Uploaded receipts illegible or missing dates. Limited verifiable transaction history.,0,2025-04-21T17:23:46.809061
TND-00340,Private Tutor,Sfax,52,1891.49,1383.2,444.49,113,0.574,3792.91,mixed,0.632,0.834,0,Late Payer,0.501,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-08-30T17:23:46.809074
TND-00341,Plumber,Gabes,42,3275.88,2082.88,4565.79,119,0.587,10455.92,informal,0.539,1.0,0,Defaulter,0.367,High debt-to-income ratio (139.4%). Uploaded receipts illegible or missing dates. Limited verifiable transaction history.,0,2024-10-11T17:23:46.809086
TND-00342,Private Tutor,Sfax,21,908.54,651.17,218.36,5,0.636,2072.57,mixed,0.716,0.456,1,Good Payer,0.542,Moderate documentation quality (score: 0.46). Income verifiable but irregular. Payment history shows delays during low season.,0,2025-03-02T17:23:46.809100
TND-00343,Freelance Designer,Gabes,39,4232.0,2697.18,57.35,36,0.726,11786.76,mixed,0.509,0.549,1,Good Payer,0.57,Acceptable risk profile for informal Freelance Designer. Limited savings buffer ($1535/month) may cause occasional late payments.,0,2025-04-22T17:23:46.809112
TND-00344,Plumber,Ariana,57,1756.67,1248.84,501.65,32,0.644,3100.2,informal,0.491,0.649,0,Defaulter,0.42,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-12-19T17:23:46.809124
TND-00345,Plumber,Nabeul,60,2191.47,1758.28,1005.77,46,0.601,6397.95,informal,0.283,0.894,0,Defaulter,0.391,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-10-17T17:23:46.809136
TND-00346,Taxi Driver,Ariana,64,2628.41,2165.62,792.61,83,0.511,9969.99,informal,0.587,0.679,1,Good Payer,0.475,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-09-12T17:23:46.809158
TND-00347,Market Vendor,Sfax,51,1018.94,700.17,728.47,15,0.472,3347.91,informal,0.649,0.579,0,Defaulter,0.252,High debt-to-income ratio (71.5%). Uploaded receipts illegible or missing dates. Limited verifiable transaction history.,0,2025-03-21T17:23:46.809170
TND-00348,Artisan,Nabeul,46,2298.9,1656.57,238.86,76,0.69,5926.27,informal,0.364,0.67,1,Good Payer,0.796,Established Artisan with 76 months seniority. Ledger quality score 0.67 shows organized financial management. Low debt-to-income ratio.,0,2024-07-16T17:23:46.809183
TND-00349,Delivery Driver,Gabes,32,1875.52,1353.48,1063.95,85,0.618,6667.58,informal,0.856,0.9,0,Defaulter,0.444,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-11-14T17:23:46.809198
TND-00350,Electrician,Sfax,64,3336.44,2552.51,1380.93,105,0.664,12538.8,informal,0.344,0.91,0,Late Payer,0.645,Moderate documentation quality (score: 0.91). Income verifiable but irregular. Payment history shows delays during low season.,0,2024-03-19T17:23:46.809211
TND-00351,Plumber,Nabeul,55,2314.35,1896.28,1766.1,38,0.441,8785.86,informal,0.424,0.598,1,Good Payer,0.472,Seasonal income fluctuations typical for Plumber sector. Ledger legible but shows recording gaps. Generally reliable with occasional liquidity constraints.,0,2024-06-07T17:23:46.809223
TND-00352,Market Vendor,Bizerte,29,767.97,595.82,529.46,38,0.523,2814.01,informal,0.634,0.522,0,Defaulter,0.31,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-04-24T17:23:46.809237
TND-00353,Tailor,Bizerte,46,1915.83,1239.65,1776.23,49,0.542,3612.62,informal,0.59,0.76,0,Late Payer,0.545,Moderate documentation quality (score: 0.76). Income verifiable but irregular. Payment history shows delays during low season.,0,2026-01-13T17:23:46.809250
TND-00354,Carpenter,Tunis,30,2769.45,1756.68,3912.08,93,0.555,8968.8,informal,0.902,0.7,0,Late Payer,0.544,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-08-21T17:23:46.809262
TND-00355,Private Tutor,Nabeul,45,1503.88,1220.7,572.89,46,0.561,4309.25,mixed,0.565,0.804,0,Late Payer,0.467,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-02-03T17:23:46.809277
TND-00356,Tailor,Sfax,58,1085.94,918.62,807.77,62,0.408,4044.9,informal,0.539,1.0,0,Defaulter,0.266,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2024-04-19T17:23:46.809289
TND-00357,Delivery Driver,Sfax,64,1679.77,1152.13,1470.74,82,0.423,4490.15,informal,0.316,0.631,0,Defaulter,0.444,"High-risk profile: Minimal business seniority, poor record-keeping, excessive debt burden. Approval not recommended without guarantor.",0,2025-01-28T17:23:46.809301
TND-00358,Street Food Vendor,Ariana,31,1134.15,697.9,218.69,5,0.619,4509.26,informal,0.735,0.694,1,Good Payer,0.662,Steady cash flow verified via digital ledger. 5 months operational history as Street Food Vendor with consistent client base.,0,2025-04-06T17:23:46.809313
TND-00359,Taxi Driver,Sfax,29,1470.35,985.49,40.93,65,0.617,2847.39,informal,0.459,0.629,1,Good Payer,0.67,High-quality documentation provided. Mobile payment usage (46%) indicates strong digital literacy. Reliable income patterns observed.,0,2024-03-21T17:23:46.809325
TND-00360,Taxi Driver,Ben Arous,32,1693.09,1160.97,108.89,34,0.854,3192.11,informal,0.774,0.916,1,Good Payer,0.714,Strong informal credit history. Regular mobile money transactions align with declared income. Active business with repeat customer evidence.,0,2024-12-28T17:23:46.809338
TND-00361,Freelance Designer,Nabeul,61,2579.61,1718.27,262.87,22,0.649,6940.64,mixed,0.566,0.482,0,Late Payer,0.578,Mixed signals: Good seniority but inconsistent record-keeping. Requires monitoring but shows repayment intent.,0,2024-02-25T17:23:46.809350
TND-00362,Delivery Driver,Bizerte,51,968.13,773.86,336.48,34,0.552,3765.73,informal,0.44,0.629,0,Defaulter,0.367,Critical financial stress indicators: Debt exceeds sustainable levels. No digital payment trail. Documentation quality insufficient for approval.,0,2024-11-08T17:23:46.809363
